	TCGA-BH-A0B5	TCGA-BH-A0C3
CALR3	91.23026097	32.86263855
STIM2	3.673210221	11.90553236
ANTXR1	0	0
ANTXR2	23.56809098	22.85478314
OR51S1	0	0.243937586
MAP2	0	0
C8A	0.217199146	0.630651665
C8B	0	0
MAP6	0	0
MAP7	0	0
MAP4	2.213597739	8.033888617
C8G	0.243185155	1.853558042
TEAD3	0.725836218	0.218563096
TEAD2	0	0.06516141
TEAD1	2.72418447	5.967838245
CAMLG	12.1580242	27.9792984
TEAD4	22.87653467	7.549897967
PTPN22	0	0
FAM180A	0.847842442	3.1670734
FAM180B	0	0.008076032
PTPN21	0.005709279	0.055777594
PLEKHF1	1.344200965	1.245207905
MIR6505	1.487410146	8.352096923
MIR6506	43.19187534	19.4627018
PLEKHF2	0.106508153	0.16723065
MIR6508	5.805648441	15.76640856
MIR6509	10.94826207	17.06695406
CHIT1	24.76926978	11.44854394
SERPINI1	17.03976996	23.773206
SERPINI2	2.900793486	2.62963
FANK1	0.422126537	1.584537951
TMEM220-AS1	1.165770951	2.636380088
FLJ27354	6.488183789	0.246749547
KRT73-AS1	9.460866706	6.902351866
MTPN	6.46238376	4.868561119
EPHA10	0.21944537	0.267987771
DMRTA2	8.200552293	21.24542448
DMRTA1	4.882292227	11.9912781
EBPL	0	0
YY1AP1	0	0
TOM1L2	0.106827028	0.482447324
MAPT	4.542736973	7.939774981
ANTXRL	0.00549581	0.00671151
HLA-DQA1	0.124313468	2.029785624
HLA-DQA2	0.592982732	1.031918657
KRT7-AS	0.843204121	0.801909766
UTS2B	0	0
C14orf28	46.08562045	46.3657178
MIR1193	0.005733791	0.828585839
MIR1197	0.024156002	0.005899886
LOC102723517	2.400462032	0.109331696
UTS2R	6.346506401	25.96569242
MSR1	8.171959531	16.94597974
AVIL	9.59843946	13.23405613
ANKMY1	4.051796954	8.247215873
ANKMY2	0.020097544	1.221025222
MYCBP2	1.650956549	13.68459221
TUBG1	6.37946698	7.815606599
LINC01252	0	5.945276243
HK2	0.441113693	0.044479009
TTTY8B	2.254028803	2.471951378
HK1	0	0
MTCH2	0	0
TBX2	0.043683985	4.609189291
LINC01255	0	0.378579629
MOB3C	1.404090806	0.906053891
MSRA	0.545017487	1.450701671
SUPT4H1	0.460210039	1.331252659
MOB3A	8.860318267	13.60033241
KRT42P	17.54566545	9.682417483
KBTBD11-OT1	15.46429976	12.16915683
LINC01258	0.299864317	0.516687205
MAPKAPK5	50.12828515	5.619655823
MAPKAPK3	0	0
MAPKAPK2	19.69064191	21.49599057
TUBG2	35.36698845	18.86950274
PDHX	1.555736276	1.499069094
LINC02020	0	0
LINC02023	5.870386212	5.383944979
LINC02022	5.604082185	4.205901293
LINC02027	20.62427598	27.98699798
LINC02026	13.79686734	12.2857763
LINC02029	0	0.022538654
LINC02028	0.019117327	0.490269652
SAMD5	0	0
SAMD7	1.817702068	3.678814272
SAMD1	6.870414229	10.61753741
MIR124-1	22.1954214	27.85354372
PDHB	7.88586279	11.5041388
SAMD8	14.47423142	8.233282795
SAMD9	0	0
TMEM38A	0	0
PDIA4	0.147218469	0.089891961
OR4A5	0	0
SDCBP2-AS1	0.020017929	0
SBSPON	0	0
LRRC18	0.029693534	0.03626189
LRRC19	0.167639596	13.47253393
LRRC17	0	0.022723485
LRRC14	11.09852475	11.58611909
LRRC15	0	0
LRRC10	21.87959198	10.91932278
FAM111B	14.20485838	5.674849838
FAM111A	1.625112212	2.914440307
EXOC3-AS1	1.653982758	1.544965105
SVOP	13.84521488	45.89272173
FAHD2B	0.96754967	1.036223783
FAHD2A	0.50833421	3.876620722
DROSHA	0.028658408	0.349977898
CCDC105	0	0.010544268
CCDC107	3.752400936	4.276479493
CCDC106	2.447802952	5.711860598
LINC01590	0.506239042	1.582391089
LINC01591	0.005994852	0
LINC01592	0.036299661	0.684641809
LINC01593	2.172785712	9.209226611
LINC01594	2.351615118	1.761983334
LINC01596	0.012858835	0
LMF1-AS1	2.598721205	7.2477504
CHRNA4	2.909849481	5.283261817
CHRNA5	5.849742256	10.71682406
CHRNA6	0	0
CHRNA7	8.222809036	1.721440293
CHRNA1	5.320071865	3.399458011
CHRNA2	0.673159772	0.924280601
CHRNA3	0	0
CHRNA9	0	0
LOC345051	0	0
LINC01046	0	0
LINC01047	0	0
LINC01044	0.096840878	0.814697629
LINC01043	0.004388907	0.010719511
LINC01040	0.21072328	0.393882108
LINC01048	0	0.036647018
AARS	0.043234468	0.098996523
LENEP	0	0.027113832
XBP1	0	0.00791478
FSHB	0.009809415	0.035937919
FLG-AS1	0	0.018018117
AQP12B	0.313967179	0.623054691
AQP12A	0	0.046980572
FSHR	0	0
PEF1	0.616584708	0
LOC101927272	0.011295216	0
AP5Z1	0	0
TMBIM7P	0.12196181	0.148940366
MIR762HG	35.63313719	24.22173326
SPATA7	0.021343317	0.13032282
LINC00319	0	0
SPATA5	0	0
LINC00311	0.222840767	0.314191357
LOC100506393	0	0
LINC00313	0	0
LINC00314	0.009830045	0
LINC00317	27.06144729	34.46585063
LINC00316	0.005907345	0.032463353
C3orf80	2.888070931	4.033541527
FGFR1OP2	0	0.19219325
C3orf84	0.360543302	0.807211649
MTCYBP41	1.936241352	1.929847324
MTCYBP40	0	0
MTCYBP43	1.303580536	1.771897315
MTCYBP42	0.039797245	0.097201184
MTCYBP45	0.65077595	0.127621005
MTCYBP44	0	0.00826189
LAPTM5	0.025668239	0
ARFRP1	0	0
FLJ42393	0	0.083635744
TPRG1-AS1	0.326359018	0.132850415
VRTN	4.926513645	6.956327004
HIST1H4D	0	0
KDM2A	0	0
SIRPG	0	0
PPHLN1	0	0
SIRPD	0	0
SIRPA	0	0
TRAPPC9	0.018931496	0
TRAPPC8	22.71896334	27.18078652
OSBPL10-AS1	3.942650986	2.991153918
OR1P1	0.020591129	0.18440392
TRAPPC3	3.062475058	1.528722204
TRAPPC2	0	0.015278746
TRAPPC5	0	0.121968793
PRPH	9.099202908	22.65658459
LOC105370016	0.027797719	0.755314328
LOC105370014	2.405991455	4.278169559
KRTAP1-5	0	0.01940554
LOC105369921	19.91847775	27.92873577
LOC105369920	3.69439757	5.245032076
LOC101929718	6.112865848	7.471257061
LOC101929719	0	0
HNRNPUL2-BSCL2	0	0
LOC101929710	14.984255	14.18807951
MTCP1	1.25522608	4.075239608
PSMG4	0.071458133	0.161104661
ABCA17P	0.082323522	0.166099473
PSMG1	0	0
PSMG2	0	0
PSMG3	0	0
RRN3P2	0.11803501	0.082368536
FANK1-AS1	0	0
C9orf116	0.055724683	0.353866541
LOC401554	0.068514133	0.517513192
HSPC324	0.112931271	0.080845099
FOXM1	0.083766781	0.14065756
GDAP2	0.171960034	0.725449169
GDAP1	0.626634701	1.519540564
FAHD1	0.030810477	0.156292229
ILDR2	6.950877564	6.861872155
ILDR1	12.99004122	15.13212591
GLTP	4.324417334	7.970038338
SUGT1P3	0.392676914	0.406388973
IL3RA	0	0
NADSYN1	0.593467871	1.378037973
PDDC1	0	0.023360505
ARHGEF38-IT1	1.510509065	0.375760231
UBTF	0.104952134	1.137977055
CDCA2	1.650690821	1.613390552
CDCA3	1.249679643	4.878872126
CDCA7	7.193027856	4.858523927
CDCA4	0.017955196	0.021926974
CDCA5	0.010552402	3.369857734
NDUFA4L2	15.40146725	21.99129912
MUC7	0.199001173	0.872017306
RSF1	6.788048452	9.313280263
MUC4	1.632501916	3.771965361
LOC100294362	7.564094722	11.99296342
DEFA11P	0	0.083452332
CFAP47	13.64891834	15.91444207
FAP	0.035881676	0.243438226
SPRED1	0.090953565	0.514974554
SPRED2	0.08713108	1.702478486
SPRED3	1.041601423	4.308172681
ASTL	0.150844231	0.858038806
LLPH-AS1	6.924103612	3.817631917
RELT	0.022046316	0.050854687
RELN	2.698397307	5.448239051
RELB	0.045298875	0.181125803
RELA	0.125176972	1.328029781
HDGF	0	0
CRISPLD2	0.008306711	0
CRISPLD1	1.397205507	1.66823631
ARHGAP26-AS1	4.708139311	10.07792994
PTH2R	6.919682209	14.44939727
UBE2R2	0.037197936	0.382878844
FAM69C	0.009419964	0.161051901
KLK1	0.025009023	0.519199421
KLK2	0.219341236	0.258831593
KLK3	0.407940646	5.485990754
KLK4	1.719772036	3.943349539
KLK5	8.779782744	21.00157969
KLK6	36.20778291	43.57695828
KLK7	5.357855829	12.4673698
KLK8	0.397832284	45.50093749
KLK9	0	0
ZNF841	0.173906707	1.668666449
ZNF843	22.41697731	21.50182615
RHBDL2	0.137845726	0.133680082
RHBDL3	0.065519854	1.976325288
ZNF846	0	0.163667852
RHBDL1	0	0.118945208
TRIM6-TRIM34	0	0.088498287
COPS8	0	55.30875252
COPS9	0	13.19188788
COPS2	0	10.60797771
COPS3	0.008354221	5.570409608
COPS6	0	0.045302695
COPS4	1.857172259	5.649997359
COPS5	0.375518918	0.871312561
ZNF592	0.886339457	0.74883166
ZNF593	0.077845443	0.27815385
ZNF596	0.987728547	2.738311646
ZNF597	0.21501919	0.454469707
ZNF594	0	0
ZNF595	9.40158931	10.01702465
ZNF598	11.53072953	10.59136562
ZNF599	13.66986866	13.57741663
ZSWIM8-AS1	16.13387863	17.37556577
RCC1L	24.22295378	23.43312945
CRY2	12.24691011	11.89862696
ZFR2	6.729770857	6.973435214
FDFT1	7.880338817	10.86328986
FAM135A	0.318622112	0.719840362
FAM135B	0.705974297	1.812612548
IGF2	1.006113037	1.780881547
IGF1	0.753522708	3.548341651
SST	2.222407459	4.054090104
CYP27A1	3.493293943	5.585501334
DDRGK1	0.508960848	1.819840438
FBXL20	0	0.091225974
FBXL22	14.29213806	9.531704212
SSB	22.78288911	12.01471301
ZNF337	0.007863705	0.022407457
ZNF334	28.30389679	34.12959748
ZNF335	0.816625254	1.520158035
TEX19	0.018296509	0.012568381
ZNF333	28.01788179	20.91375948
ZNF330	8.650548972	1.508147821
ZNF331	0	0.184729434
TEX15	6.617716111	16.66069998
TEX14	16.24398834	15.84901911
TEX11	4.453420922	4.190519769
TEX10	0.267293447	1.842693996
TEX12	31.68232338	16.1431053
NOTCH2NL	0.493135018	1.796702734
THYN1	0.492497424	2.646891594
FLJ37035	1.566141429	6.678849586
NTF3	0.008047842	0.04914032
NTF4	1.064114432	2.574422869
UGDH	10.59187346	14.72802033
NCAPH2	1.717739302	5.433861245
SLCO1A2	0.002671803	0.003262819
TSEN54	0.032185321	0.353743857
CXADR	0	0.050799224
CYP24A1	2.44835269	5.35097135
GTF3C2	0.067448577	0.016473707
LINC-ROR	0.060455616	0.673317714
ZNF33B	19.74231625	21.388687
ZNF33A	0.181592323	0.543315533
TTC23	0.28289583	2.346614395
FAM166B	0	3.083035608
MAD2L2	8.092678691	14.18215133
MAD2L1	7.398205735	10.01649891
BMPER	0	1.063669516
SYNJ2BP-COX16	1.472006371	7.29557754
LRP2BP	0.030312493	8.448593207
LINC01208	0.003922614	0.311370484
LINC01209	5.075242622	13.98929208
LINC01201	0	0
LINC01203	1.751811758	14.4782111
BIRC6-AS2	4.030292305	15.13217188
LINC01205	3.373098068	5.146733905
LINC01206	9.527799747	1.178794604
LINC01207	2.601457524	5.523821333
LOC100652999	0.322563315	1.211539702
GALNS	3.19127535	0.433022359
SNORA74A	0.410600418	0.243937586
SNORA74B	0.234979479	0.654057653
MIR4525	0	0.128067233
MIR4526	0	0
MIR4527	0	0
MIR4522	0	0
MIR4523	0.026452668	0.032304129
MIR4528	0	0
MIR4529	0	0
CDRT15L2	0	0.334018613
DYNLL1	0.054264245	0.099401646
KRTAP17-1	1.741276289	2.588432701
DYNLL2	0	0.19219325
MOXD2P	0.077515529	0.189324694
KHDC1	0	0
LOC155060	0	0
MIR15A	0	0
MIR15B	0	0
GPS1	9.305246194	7.319506737
GPS2	0	0
OTUD6B-AS1	0	0
LOC102724373	0	0
GLO1	42.68995387	32.66206311
SNORD115-43	24.40467924	17.3327244
LOC105373051	0	0
CNOT6L	0.13487702	0.596372785
CARHSP1	0.404928345	1.603785394
MIR3671	0.305322776	0.357947216
MIR154	0	0
MIR155	10.09766016	11.27407788
NPY1R	0.696058833	2.710242136
MIR150	4.267881948	5.142296873
MIR152	0	0
TTC14	41.23697596	49.08061571
TTC17	0	0
TTC16	0	0.143330559
TTC13	4.033629401	9.388641273
TTC12	7.506747243	9.914442312
TTC19	1.062315087	1.08108703
EPGN	0	0
SLC31A1	0.068165218	0.35675872
SLC31A2	18.97630214	23.27864871
ZFP92	0	0
ZFP90	0	0
ZFP91	2.330186711	8.678699422
RICTOR	5.579696082	13.21815717
PRDM2	0.012229687	0.044804863
EGR2	3.244113215	3.997865995
EGR3	2.2980094	6.237109568
EGR1	5.432063738	13.89561061
EGR4	0	0
DALRD3	7.819180524	11.63078424
LOC105370906	1.984911417	1.474146787
PCDHA10	1.191834584	0.18388219
PCDHA11	3.431512455	8.215706626
PCDHA12	16.52381598	18.23251204
PCDHA13	1.779985368	5.734819627
MIR514A1	4.477485141	9.399469263
MIR514A3	2.631262417	7.649020423
MIR514A2	3.404951427	6.423371553
PROK1	339.0448451	94.29890137
PROK2	0.006554742	0
FSTL4	3.364093948	9.312029158
EPG5	0	0.13990538
PTDSS1	0.094155094	0.222466464
PTDSS2	0.022314703	0.163504951
MLIP	0.008570199	0.101171034
SNORD1A	0.072752247	0.007107632
SNORD1B	0	0
SNORD1C	0	0
CHCHD10	0	0
CNTD1	0.640459021	0.014220577
CNTD2	0.115984774	0.023606863
HPDL	0.002313725	0.322110635
GTF2A1L	2.046273917	5.070191443
OBSL1	6.680237781	18.35007413
FBXO45	3.85883537	3.825346783
FBXO44	0.179455942	0.096531451
FBXO47	0	0
FBXO46	0.185483587	0.226513473
FBXO41	0	0
FBXO40	37.56533616	21.34956103
FBXO43	0.166045697	0.737878702
FBXO42	0.703000077	0.606553978
DCDC2B	0.057387187	0.946100472
DCDC2C	0.060684017	0
FBXO48	4.352717525	11.75758353
CATIP	2.203083163	3.314465214
SFRP2	2.442892987	8.814951298
SNORD16	0.020304893	0.008265479
SNORD17	1.785049963	5.75927325
SNORD10	0.105024785	1.833597015
LOC102723727	0.073580266	0.022464146
SNORD12	0.003944461	0.077071926
SNORD13	3.735603098	4.220956536
LOC102723728	0.066690728	0.335952566
SNORD19	0	0.0213788
ATAD5	0.937697115	1.417128413
COL1A2	0.008155258	0.064735073
COL1A1	44.47224577	102.8139303
CRYZ	0	0
KIAA1217	0.525928144	1.204248843
KIAA1210	0	0
KIAA1211	0	0
CEMIP	0	0
LACRT	0	0
CDC37L1	1.372267629	1.874456441
C22orf29	0.458253567	3.077918366
UNCX	0.198198716	1.116079104
ODC1	158.8061388	102.9641396
AADAT	116.7983288	118.790226
COG7	9.130675865	30.8037398
C19orf35	0.001991388	0.048637862
AADAC	0.012320593	0.343048081
C19orf33	0.06951071	0.332057278
EPCAM	0	0.021572712
COG4	8.530084377	6.697319091
C19orf38	1.823044912	9.039495769
LOC100506603	0	0
LOC100506606	18.75659024	15.41146383
CYYR1-AS1	1.348473764	2.131855751
COL6A1	0	0
WBP2	0.048424619	0.251329634
COL6A3	15.69271208	0.285178833
COL6A2	1.969673354	5.057454784
COL6A5	0.080408129	55.97103852
COL6A6	10.75277728	12.98424826
KLK12	0.258847382	0.571421847
KLK13	0.321249923	0.536847992
KLK10	0.204935296	1.589539977
KLK11	0.016784941	0.066618021
KLK14	116.4711949	69.54535941
KLK15	27.94642276	34.81552774
C12orf40	47.61243591	31.59688155
LOC100133286	115.0321955	72.69593697
LOC101927845	0	0
LOC101927849	4.61327449	5.978277806
FXYD6-FXYD2	0	0.258140849
SPATA31D5P	0.023289419	1.26089114
GCC2-AS1	0.016175055	9.387640124
TMA16	0	9.541070547
LOC101927592	0.107545272	0.902926872
LOC101927596	0	0
MIR218-2	0.076958614	0.01281576
MIR218-1	0.048199911	0.132439432
PCM1	0	0
LRRK1	0	0.015100898
LRRK2	0	0
TGFB1I1	0	0
PRELID3A	0.058500455	0.40483259
MRPL10	4.004924855	6.039069703
MRPL11	0	0
MRPL12	0.034243124	0.292725103
MRPL13	0.141642012	0
MRPL14	0	0
MRPL15	10.40433872	17.23177135
MRPL16	0.524075443	2.258390805
MRPL17	1.751879734	1.175683148
MRPL18	3.532530273	14.63923497
MRPL19	0.471604125	1.115855247
PLA1A	18.54567439	22.57923012
LOC107986266	8.762948872	12.48491589
TMEM71	8.760310407	3.424143354
KDSR	4.919611708	4.574829484
ANKRD20A2	15.19069958	17.77717416
ANKRD20A3	37.113537	22.11045365
ANKRD20A1	17.11741527	14.47771185
ANKRD20A4	9.577016331	11.65370018
SNCG	23.90917156	23.05396469
SNCB	8.533615653	6.848278663
RNF128	0.827853174	0.328351955
RNF126	0.028392932	0.156031148
RNF125	0.374084544	3.40912294
RNF123	7.720686887	11.83382285
RNF122	0.003940471	0
RNF121	0	0
PATE4	0.008016785	0.019580274
MIR103A1	0	0.029532133
OR11A1	99.38112402	15.39565028
MIR103A2	0	0.018970221
TMEM110-MUSTN1	0.177052515	7.212790899
LOC100996717	3.422745178	7.407301565
SACS	8.194908825	3.552238021
TGFBR3L	2.653176324	3.745217131
MIR455	2.335425031	4.359535533
MIR454	4.516501935	7.681264277
GPN3	0	0
NBN	0	0
GPN1	0	0
MIR452	2.596770213	2.927251034
NFKB1	0.052175578	0.273073171
NFKB2	0.905724697	0.945026026
DNPEP	1.036161752	4.364196596
RAB40AL	0.020554909	0.150610541
SIAH1	0	0
SIAH2	0	0
SIAH3	10.12290076	8.388068858
NSA2	12.28024276	14.16835149
FAM3D-AS1	7.511639623	10.44308137
PHLPP2	10.92685893	4.78251667
ACVR2B-AS1	7.253691831	13.72374068
PHLPP1	3.877781745	8.690358109
PDZRN3	10.04479428	17.49981654
EMILIN3	0	0.044429963
EMILIN2	1.668111126	2.099350444
EMILIN1	8.602979651	14.21400172
MIR924HG	0	0.059316551
ZNF155	14.3811458	26.35882778
TWSG1	0	0.208580007
P2RX1	1.490341986	1.736246711
P2RX3	0.328078239	1.776470383
P2RX2	3.664223993	7.167954675
P2RX5	14.45067075	6.056060666
P2RX4	0.065671744	1.719258741
P2RX7	5.174170578	3.560010348
P2RX6	6.247207167	9.878917555
FAM27E3	0.056005109	0.266735491
FAM27E5	0.685655598	1.751774142
RMDN2	8.210126703	9.695900267
RMDN3	0.235475385	0.814763827
RMDN1	0.011920904	0.014557867
DENND1C	0.007912962	0.028990043
DENND1B	0.018592627	0.217971915
DENND1A	0.672187608	4.043761049
DIS3	0.376452083	2.36381063
PTGES2-AS1	0.408456034	0.152860678
LOC101929504	0.097806788	0.143330559
BAP1	0	0
SHARPIN	1.184324605	0.99909093
ZCCHC13	19.56260642	7.627223313
ERRFI1	13.60475786	7.720715333
ZCCHC11	0.163936105	2.594423157
ZCCHC10	0.592401112	2.477288452
ZCCHC17	2.398771548	2.879300744
ZCCHC16	4.992701161	6.14803767
ZCCHC14	0	0.190271317
ZCCHC18	0.057281696	1.434030148
FKBP14	12.1038773	16.58051735
CDRT4	12.46225762	14.4327255
CDRT7	0.020582062	0.050269833
CDRT1	33.03344812	30.50431939
ANKS4B	1.487945004	4.062895772
UBE2J2	3.166050436	5.435261152
GUCY1A3	15.27241534	17.18483786
SLC45A4	0	0
SLC45A1	4.016384781	9.801933756
PTGR1	0.045974096	0.314405245
PTGR2	4.57238285	5.065804127
TACO1	0.110432755	0.697759222
MTUS1	0	0
MTUS2	0.027834964	0.042490245
IFRD1	0.007160212	0.026232259
CEP112	6.008062152	6.339685229
ALS2CL	3.188541989	29.32936988
PIK3IP1-AS1	0.693236286	3.174135821
VPS9D1-AS1	0.534100245	0.546832387
POLH	19.36484525	16.56311305
INTS4P1	1.874229839	1.873955614
ADARB2	8.904173629	6.114983153
LOC107985773	8.215826358	16.7299343
IMPAD1	0.011069713	0.173485985
FZD10	11.10220605	14.41243809
FGL2	5.482031923	5.559001763
CHKA	3.759675972	1.878714114
CHKB	1.859628089	4.607099466
BMS1	0.375738455	0.397673171
MRI1	0.079991781	4.385032068
MAPK1IP1L	2.979683787	6.046757962
DST	0.116273293	0.239146982
DSP	0.060763386	0.061535478
SNORD48	0	0
THBD	40.37748575	13.98596909
DSE	0.061714831	1.733428514
PDAP1	18.93003435	12.0610849
CENPBD1	3.733401384	16.70088451
CNGB1	0.933496343	2.859423304
LOC728485	6.332327828	8.182182014
SNORD41	2.939399616	11.18174321
BCLAF1	9.924062008	14.30029991
SLC22A23	6.694977431	27.93285262
SLC22A20	0.427606469	87.92861168
SLC22A25	0	0.297298933
SLC22A24	11.35652488	5.288144177
TBX2-AS1	5.028215951	2.261816071
RAB11B-AS1	26.85391593	18.11377606
ZNF83	1.748845246	2.6072163
AUH	0	0.010428683
ZNF81	0	0.222756664
ZNF80	0.006201242	0.034078445
HLA-L	9.309492438	20.22643248
LOC105377623	2.889191404	3.748545955
ZNF84	0.011735341	0.219745935
FAM57A	0.058136647	0.010142394
PFN1	0	0
CAPZA3	0.968944109	1.072839931
CAPZA2	3.517770029	2.699350867
CAPZA1	2.775322425	12.75111717
SCARF2	8.708035453	8.375982697
SCARF1	0.356160122	1.205675171
MAGEA8	0.00528515	0.025817004
TRPC4AP	0.755681359	0.487343428
SNORD42B	0.2146936	0.580552247
KRTAP1-1	2.179977683	7.139171691
C10orf88	2.041402569	4.263744115
CER1	118.3484232	126.5730383
C10orf82	0	0.787691746
MIR6859-4	17.20433469	10.19673587
MIR6859-2	27.78858507	25.85017823
MIR6859-3	1.11537189	2.433825672
MIR6859-1	4.337197739	1.933012374
GRPEL2-AS1	0.006593577	0.080521082
PEX26	43.23549959	35.23499222
GRIN3A	0	0
OR2G3	0	0.042142041
GRIN3B	2.096730314	2.974301082
OR2G2	0.025647113	0.031320381
DOCK3	0.090472293	1.160094717
NCF4-AS1	0.229126784	0.279810761
CPVL	0.229126784	0
MIR6829	0	0
MIR6823	0	0.839432282
MIR6822	0.077708834	0.094898413
MIR6821	2.488857537	3.31467917
MIR6820	0.080579497	0.22960952
MIR6827	0	0
MIR6826	0	0.086987801
MIR6825	0	0
MIR6824	0.094320152	0.176036284
RGCC	0	0.046864856
LIN7A	6.787366455	7.7361811
LIN7C	0	0
LIN7B	0	0
IMMP2L	0.257748978	1.224358873
LINC01166	0	0
SEMA6A-AS1	0.041995514	1.019771646
FADD	0	0
NFATC1	9.065031376	12.02200303
NFATC2	0	0
RPL37A	0.863009464	1.752538258
TNFAIP8L3	127.2719354	50.18590362
TNFAIP8L2	2.689634843	2.489348065
TNFAIP8L1	5.875968093	7.321874066
TAS2R20	1.315420393	1.671522125
AP2B1	4.115549625	3.765263533
GFER	0	0.014530074
CYP26B1	0.159716514	1.109747873
RRBP1	2.07346671	3.110899863
PPP1R14B	2.735371535	2.295509716
PPP1R14C	1.844628225	3.281410962
PPP1R14A	70.8222481	210.6779925
SSC5D	0.936765912	1.219687931
SRRT	1.600386396	2.45511377
PCDH12	1.320391634	1.475480291
PCDH10	0.101539168	0.35822261
PCDH17	21.71470797	50.32522106
ALKBH8	2.957244828	3.377723048
PCDH15	8.80157529	2.560979843
ALKBH6	29.23710279	22.64446751
VPS52	11.94671203	17.25663125
VPS51	0.043440394	2.033568911
VPS50	18.13414082	10.90162111
ALKBH2	3.636330397	2.02134008
ALKBH3	10.99948394	17.89495932
ALKBH1	5.535461196	2.81501113
MIR29C	0.018400498	0.067412336
PLBD1-AS1	0.379878227	0.452482835
PVR	1.991663972	3.639899588
MIR381HG	0.001014562	0.003716963
LOC102724652	0.221387817	0.567312569
KISS1	9.134541456	15.34677824
THAP1	9.882419482	23.80926856
LOC102724659	2.078185258	3.701173602
THAP3	2.680683312	8.342026308
LIME1	7.330511529	9.112488041
MIR2113	2.421460832	4.355366649
MIR2110	0.69911129	2.116152713
MIR297	2.457346309	1.0854404
MIR2116	4.299171146	5.347494536
MIR2115	0	0
MIR2114	0	0
MIR299	0.021975488	0.026836575
MIR298	3.803392928	5.054323373
FAM219B	0	0
FAM219A	4.059685456	3.635340982
PMCHL2	0.128310999	0.52231342
PMCHL1	0	0
MIR6128	1.906204361	7.317964797
DHH	0	0
MIR6126	0	0
MIR5681A	0	0
MIR6124	0	0
MIR6125	0	0
CDK20	0	0.216217406
ALPPL2	5.834584119	4.975714362
MIR181A2HG	6.690356678	6.167970251
SSPO	0	0
NRIP2	0	0.009925473
NRIP3	0	0
VTI1A	0.273626613	0.029484192
VTI1B	0	0
CDKN2AIP	0	0
CHSY3	0	0
CHSY1	2.380662444	3.120888584
OCIAD2	0.459773877	2.578148108
OCIAD1	0	0
MIR516B2	0.094142727	0.890998615
MIR516B1	0.094320825	0.206073267
CACNA1C-IT2	2.306799083	8.91281625
TRMU	0.083136956	2.035160099
DOCK4-AS1	3.105747058	2.711049453
SH3GLB1	38.2504387	12.55218795
SH3GLB2	7.543889914	10.40443845
CHERP	0.913947058	0.487999061
TRMO	4.695222326	13.2659012
TCL6	2.371918986	10.43695264
LOC101929073	22.78922013	26.12295216
LOC101929076	0	0
LOC100507053	0	0
LOC284788	0	0.032304129
SLCO4A1-AS1	1.138369588	2.846132337
RCBTB2	0	0.007629163
HELT	59.32002852	23.55647945
HELQ	4.314739118	16.19288771
RCBTB1	3.461227498	9.381281695
CLSPN	0.79732466	2.579664292
HELZ	2.487413009	3.617101652
HELB	0	0.009003943
RBAK	0	0
SMG1P6	0	0
SMG1P7	0.261859181	1.214094148
SMG1P5	0	0
SMG1P3	0.111725446	1.227957001
SMG1P1	0.392470885	9.545325867
TEKT1	0	0
TEKT3	3.121998985	3.894592003
TEKT2	5.182085771	9.224004305
TEKT5	0.077744737	0.158237096
TEKT4	4.820183275	5.476201972
LOC102723971	0.257493596	0.94197818
LOC646938	2.02368989	5.847562464
LOC107985579	0.031905709	0.058445114
CLUH	0.33233894	0.881532249
HMCES	0.107317993	0.158857288
FOS	0.10523003	0.364104392
MINOS1-NBL1	0.033169077	0.12421914
KIAA0754	0.004050071	0.014837898
KIAA0753	0.441918733	0.444865862
SAFB2	0.047261743	1.212041758
LENG8-AS1	0.008777815	0.053597554
SEC14L3	0.035123132	0.008578508
SEC14L2	0	0
SEC14L1	0	0
SEC14L6	0	0.007855959
SEC14L5	19.10093846	15.48643069
SEC14L4	25.18204618	17.89904091
LYRM4-AS1	634.1572698	60.87741958
UPF1	0.018749243	0
CCND2-AS1	6.230513395	10.62379825
UPF2	1.412372559	4.972004891
SNED1	4.424776245	6.299564664
IL1A	0.711614914	3.979231874
IL1B	0	0
LOC100507437	0.156196705	12.41452788
KRT6B	11.63017988	9.822208734
KRT6C	0.032153405	0.218767139
KRT6A	0.129898649	0.164508164
COMP	0.011875474	0.268294159
C2orf50	1.119628258	0.741150866
GNAQ	8.991467838	16.00934013
IL18	0.982561702	0.857078005
IL19	7.980253872	11.21138137
IL10	3.801158046	2.722761271
IL11	0.014671018	0.03583264
IL13	0.276787523	0.485511436
IL15	1.333137845	0.692958286
IL16	0	4.635883101
EFHD2	0	0.006570142
EFHD1	0.00532125	0.051986699
PINX1	1.336486701	0.110444492
GNAZ	0.010606277	0.207239011
AEBP2	24.38041703	21.50705958
SEMA5A-AS1	0.40315154	2.316850133
HMGN3-AS1	0	0.007354902
ABHD12B	0.36234003	0.105813169
LOC105369187	0	0.142471971
ZDHHC20	0.010793641	0.019771872
ZDHHC21	0.311215972	0.527724518
ZDHHC22	2.199116961	2.333159942
ZDHHC23	7.577931566	8.697902568
ZDHHC24	6.789720282	76.56986624
BPY2B	1.562510556	2.410646595
BPY2C	5.477562168	1.367575092
MED15P9	3.601181333	4.93049381
ISL1	0	0
ISL2	1.03659259	1.020463955
THAP9-AS1	0.732751991	0.085630656
MROH9	0.04718101	0.035457036
MROH8	5.914710195	13.93070049
KIFAP3	1.662858583	3.326619252
MROH5	0	0.004926756
MS4A7	0.148428446	1.604697856
