,drug_name1,drug_name2,id_1,id_2,similarity
390,BORTEZOMIB,CARBOPLATIN,DB00188,DB00958,0.137724551
391,GEMCITABINE,CARBOPLATIN,DB00441,DB00958,0.173076923
392,GEMCITABINE,BORTEZOMIB,DB00441,DB00188,0.252631579
393,GEMCITABINE,BORTEZOMIB,DB00441,DB00188,0.252631579
394,BORTEZOMIB,GEMCITABINE,DB00188,DB00441,0.252631579
395,BORTEZOMIB,CARBOPLATIN,DB00188,DB00958,0.137724551
396,GEMCITABINE,BORTEZOMIB,DB00441,DB00188,0.252631579
397,GEMCITABINE,BORTEZOMIB,DB00441,DB00188,0.252631579
398,BORTEZOMIB,GEMCITABINE,DB00188,DB00441,0.252631579
399,BORTEZOMIB,CARBOPLATIN,DB00188,DB00958,0.137724551
400,GEMCITABINE,CARBOPLATIN,DB00441,DB00958,0.173076923
401,PACLITAXEL,CETUXIMAB,DB01229,0,
402,CARBOPLATIN,PACLITAXEL,DB00958,DB01229,0.178378378
403,PACLITAXEL,CARBOPLATIN,DB01229,DB00958,0.178378378
404,CETUXIMAB,CARBOPLATIN,0,DB00958,0
405,PACLITAXEL,CETUXIMAB,DB01229,0,
406,PACLITAXEL,CETUXIMAB,DB01229,0,
407,PACLITAXEL,CETUXIMAB,DB01229,0,
408,CETUXIMAB,CARBOPLATIN,0,DB00958,0
409,CETUXIMAB,PACLITAXEL,0,DB01229,0
410,PACLITAXEL,CETUXIMAB,DB01229,0,
411,PACLITAXEL,CETUXIMAB,DB01229,0,
412,CARBOPLATIN,CETUXIMAB,DB00958,0,
413,PACLITAXEL,CETUXIMAB,DB01229,0,
414,PACLITAXEL,CETUXIMAB,DB01229,0,
415,PACLITAXEL,CETUXIMAB,DB01229,0,
416,CETUXIMAB,PACLITAXEL,0,DB01229,0
417,CETUXIMAB,CARBOPLATIN,0,DB00958,0
418,PACLITAXEL,CETUXIMAB,DB01229,0,
419,PACLITAXEL,CETUXIMAB,DB01229,0,
420,PACLITAXEL,CETUXIMAB,DB01229,0,
421,PACLITAXEL,CETUXIMAB,DB01229,0,
422,PACLITAXEL,CETUXIMAB,DB01229,0,
423,CETUXIMAB,CARBOPLATIN,0,DB00958,0
424,PACLITAXEL,CETUXIMAB,DB01229,0,
425,CETUXIMAB,CARBOPLATIN,0,DB00958,0
426,PACLITAXEL,CARBOPLATIN,DB01229,DB00958,0.178378378
427,SORAFENIB,CARBOPLATIN,DB00398,DB00958,0.108597285
428,SORAFENIB,CARBOPLATIN,DB00398,DB00958,0.108597285
429,SORAFENIB,CARBOPLATIN,DB00398,DB00958,0.108597285
430,SORAFENIB,CARBOPLATIN,DB00398,DB00958,0.108597285
431,SORAFENIB,CARBOPLATIN,DB00398,DB00958,0.108597285
432,SORAFENIB,CARBOPLATIN,DB00398,DB00958,0.108597285
433,SORAFENIB,CARBOPLATIN,DB00398,DB00958,0.108597285
434,LENALIDOMIDE,BORTEZOMIB,DB00480,DB00188,0.611428571
435,DOXORUBICIN,RITUXIMAB,DB00997,0,
436,VINBLASTINE,RITUXIMAB,DB00570,0,
437,RITUXIMAB,DOXORUBICIN,0,DB00997,0
438,RITUXIMAB,DOXORUBICIN,0,DB00997,0
439,RITUXIMAB,DOXORUBICIN,0,DB00997,0
440,RITUXIMAB,DOXORUBICIN,0,DB00997,0
441,VINBLASTINE,DOXORUBICIN,DB00570,DB00997,0.533088235
442,OXALIPLATIN,IRINOTECAN,DB00526,DB00762,0.187793427
443,IRINOTECAN,OXALIPLATIN,DB00762,DB00526,0.187793427
444,CEDIRANIB,OLAPARIB,0,DB09074,0
445,CEDIRANIB,OLAPARIB,0,DB09074,0
446,OLAPARIB,CEDIRANIB,DB09074,0,
447,OLAPARIB,CEDIRANIB,DB09074,0,
448,THALIDOMIDE,BORTEZOMIB,DB01041,DB00188,0.597633136
449,DEXAMETHASONE,BORTEZOMIB,DB01234,DB00188,0.266666667
450,DEXAMETHASONE,BORTEZOMIB,DB01234,DB00188,0.266666667
451,GEFITINIB,CISPLATIN,DB00317,DB00515,0.022522523
452,GEFITINIB,CISPLATIN,DB00317,DB00515,0.022522523
453,GEFITINIB,CISPLATIN,DB00317,DB00515,0.022522523
454,CISPLATIN,GEFITINIB,DB00515,DB00317,0.022522523
455,GEFITINIB,CISPLATIN,DB00317,DB00515,0.022522523
456,CISPLATIN,GEFITINIB,DB00515,DB00317,0.022522523
457,GEFITINIB,CISPLATIN,DB00317,DB00515,0.022522523
458,DEXAMETHASONE,AFLIBERCEPT,DB01234,0,
459,SORAFENIB,SUNITINIB,DB00398,DB01268,0.589519651
460,SUNITINIB,SORAFENIB,DB01268,DB00398,0.589519651
461,SORAFENIB,SUNITINIB,DB00398,DB01268,0.589519651
462,SORAFENIB,SUNITINIB,DB00398,DB01268,0.589519651
463,SUNITINIB,SORAFENIB,DB01268,DB00398,0.589519651
464,SORAFENIB,SUNITINIB,DB00398,DB01268,0.589519651
465,SUNITINIB,SORAFENIB,DB01268,DB00398,0.589519651
466,SUNITINIB,SORAFENIB,DB01268,DB00398,0.589519651
467,SORAFENIB,SUNITINIB,DB00398,DB01268,0.589519651
468,SORAFENIB,SUNITINIB,DB00398,DB01268,0.589519651
469,SORAFENIB,SUNITINIB,DB00398,DB01268,0.589519651
470,SUNITINIB,SORAFENIB,DB01268,DB00398,0.589519651
471,LAPATINIB,PACLITAXEL,DB01259,DB01229,0.41503268
472,TRASTUZUMAB,PACLITAXEL,0,DB01229,0
473,TRASTUZUMAB,LAPATINIB,0,DB01259,0
474,LAPATINIB,TRASTUZUMAB,DB01259,0,
475,PACLITAXEL,LAPATINIB,DB01229,DB01259,0.41503268
476,PACLITAXEL,TRASTUZUMAB,DB01229,0,
477,PACLITAXEL,LAPATINIB,DB01229,DB01259,0.41503268
478,PACLITAXEL,TRASTUZUMAB,DB01229,0,
479,DOXORUBICIN,TRASTUZUMAB,DB00997,0,
480,PACLITAXEL,TRASTUZUMAB,DB01229,0,
481,CYCLOPHOSPHAMIDE,TRASTUZUMAB,DB00531,0,
482,PACLITAXEL,TRASTUZUMAB,DB01229,0,
483,CYCLOPHOSPHAMIDE,TRASTUZUMAB,DB00531,0,
484,PACLITAXEL,TRASTUZUMAB,DB01229,0,
485,TRASTUZUMAB,PACLITAXEL,0,DB01229,0
486,PACLITAXEL,TRASTUZUMAB,DB01229,0,
487,PACLITAXEL,TRASTUZUMAB,DB01229,0,
488,CYCLOPHOSPHAMIDE,TRASTUZUMAB,DB00531,0,
489,PACLITAXEL,TRASTUZUMAB,DB01229,0,
490,PACLITAXEL,TRASTUZUMAB,DB01229,0,
491,PACLITAXEL,TRASTUZUMAB,DB01229,0,
492,TRASTUZUMAB,DOXORUBICIN,0,DB00997,0
493,TRASTUZUMAB,DOXORUBICIN,0,DB00997,0
494,TRASTUZUMAB,DOXORUBICIN,0,DB00997,0
495,TRASTUZUMAB,DOXORUBICIN,0,DB00997,0
496,PACLITAXEL,DOXORUBICIN,DB01229,DB00997,0.71291866
497,CYCLOPHOSPHAMIDE,DOXORUBICIN,DB00531,DB00997,0.132653061
498,PACLITAXEL,DOXORUBICIN,DB01229,DB00997,0.71291866
499,CYCLOPHOSPHAMIDE,DOXORUBICIN,DB00531,DB00997,0.132653061
500,PACLITAXEL,DOXORUBICIN,DB01229,DB00997,0.71291866
501,DOXORUBICIN,PACLITAXEL,DB00997,DB01229,0.71291866
502,PACLITAXEL,DOXORUBICIN,DB01229,DB00997,0.71291866
503,PACLITAXEL,DOXORUBICIN,DB01229,DB00997,0.71291866
504,CYCLOPHOSPHAMIDE,DOXORUBICIN,DB00531,DB00997,0.132653061
505,PACLITAXEL,DOXORUBICIN,DB01229,DB00997,0.71291866
506,PACLITAXEL,DOXORUBICIN,DB01229,DB00997,0.71291866
507,PACLITAXEL,DOXORUBICIN,DB01229,DB00997,0.71291866
508,CYCLOPHOSPHAMIDE,DOXORUBICIN,DB00531,DB00997,0.132653061
509,CYCLOPHOSPHAMIDE,PACLITAXEL,DB00531,DB01229,0.141414141
510,CYCLOPHOSPHAMIDE,PACLITAXEL,DB00531,DB01229,0.141414141
511,CYCLOPHOSPHAMIDE,PACLITAXEL,DB00531,DB01229,0.141414141
512,CYCLOPHOSPHAMIDE,PACLITAXEL,DB00531,DB01229,0.141414141
513,PACLITAXEL,CYCLOPHOSPHAMIDE,DB01229,DB00531,0.141414141
514,CYCLOPHOSPHAMIDE,PACLITAXEL,DB00531,DB01229,0.141414141
515,CYCLOPHOSPHAMIDE,PACLITAXEL,DB00531,DB01229,0.141414141
516,CYCLOPHOSPHAMIDE,PACLITAXEL,DB00531,DB01229,0.141414141
517,CYCLOPHOSPHAMIDE,PACLITAXEL,DB00531,DB01229,0.141414141
518,CYCLOPHOSPHAMIDE,DOXORUBICIN,DB00531,DB00997,0.132653061
519,CYCLOPHOSPHAMIDE,DOXORUBICIN,DB00531,DB00997,0.132653061
520,CYCLOPHOSPHAMIDE,DOXORUBICIN,DB00531,DB00997,0.132653061
521,CYCLOPHOSPHAMIDE,DOXORUBICIN,DB00531,DB00997,0.132653061
522,CYCLOPHOSPHAMIDE,LAPATINIB,DB00531,DB01259,0.125
523,CYCLOPHOSPHAMIDE,TRASTUZUMAB,DB00531,0,
524,DOXORUBICIN,CYCLOPHOSPHAMIDE,DB00997,DB00531,0.132653061
525,PACLITAXEL,CYCLOPHOSPHAMIDE,DB01229,DB00531,0.141414141
526,PACLITAXEL,DOXORUBICIN,DB01229,DB00997,0.71291866
527,CYCLOPHOSPHAMIDE,DOXORUBICIN,DB00531,DB00997,0.132653061
528,PACLITAXEL,CYCLOPHOSPHAMIDE,DB01229,DB00531,0.141414141
529,PACLITAXEL,DOXORUBICIN,DB01229,DB00997,0.71291866
530,CYCLOPHOSPHAMIDE,DOXORUBICIN,DB00531,DB00997,0.132653061
531,DOXORUBICIN,CYCLOPHOSPHAMIDE,DB00997,DB00531,0.132653061
532,CYCLOPHOSPHAMIDE,DOXORUBICIN,DB00531,DB00997,0.132653061
533,CYCLOPHOSPHAMIDE,DOXORUBICIN,DB00531,DB00997,0.132653061
534,CYCLOPHOSPHAMIDE,DOXORUBICIN,DB00531,DB00997,0.132653061
535,SUNITINIB,GEFITINIB,DB01268,DB00317,0.474509804
536,GEFITINIB,SUNITINIB,DB00317,DB01268,0.474509804
537,SUNITINIB,GEFITINIB,DB01268,DB00317,0.474509804
538,SUNITINIB,GEFITINIB,DB01268,DB00317,0.474509804
539,SUNITINIB,GEFITINIB,DB01268,DB00317,0.474509804
540,SUNITINIB,GEFITINIB,DB01268,DB00317,0.474509804
541,CAPECITABINE,SORAFENIB,DB01101,DB00398,0.242553191
542,GEMCITABINE,SORAFENIB,DB00441,DB00398,0.262931034
543,SORAFENIB,GEMCITABINE,DB00398,DB00441,0.262931034
544,GEMCITABINE,SORAFENIB,DB00441,DB00398,0.262931034
545,CAPECITABINE,SORAFENIB,DB01101,DB00398,0.242553191
546,GEMCITABINE,SORAFENIB,DB00441,DB00398,0.262931034
547,SORAFENIB,GEMCITABINE,DB00398,DB00441,0.262931034
548,GEMCITABINE,SORAFENIB,DB00441,DB00398,0.262931034
549,CAPECITABINE,SORAFENIB,DB01101,DB00398,0.242553191
550,GEMCITABINE,SORAFENIB,DB00441,DB00398,0.262931034
551,SORAFENIB,GEMCITABINE,DB00398,DB00441,0.262931034
552,CAPECITABINE,GEMCITABINE,DB01101,DB00441,0.79787234
553,GEMCITABINE,SORAFENIB,DB00441,DB00398,0.262931034
554,GEMCITABINE,SORAFENIB,DB00441,DB00398,0.262931034
555,EVEROLIMUS,EXEMESTANE,DB01590,DB00990,0.391304348
556,EVEROLIMUS,EXEMESTANE,DB01590,DB00990,0.391304348
557,ERLOTINIB,BEVACIZUMAB,DB00530,0,
558,ERLOTINIB,BEVACIZUMAB,DB00530,0,
559,VINCRISTINE,RITUXIMAB,DB00541,0,
560,CYCLOPHOSPHAMIDE,RITUXIMAB,DB00531,0,
561,CYCLOPHOSPHAMIDE,RITUXIMAB,DB00531,0,
562,VINCRISTINE,RITUXIMAB,DB00541,0,
563,CYCLOPHOSPHAMIDE,RITUXIMAB,DB00531,0,
564,RITUXIMAB,PREDNISONE,0,DB00635,0
565,CYCLOPHOSPHAMIDE,VINCRISTINE,DB00531,DB00541,0.115830116
566,CYCLOPHOSPHAMIDE,VINCRISTINE,DB00531,DB00541,0.115830116
567,CYCLOPHOSPHAMIDE,PREDNISONE,DB00531,DB00635,0.127118644
568,VINCRISTINE,CYCLOPHOSPHAMIDE,DB00541,DB00531,0.115830116
569,PREDNISONE,CYCLOPHOSPHAMIDE,DB00635,DB00531,0.127118644
570,CYCLOPHOSPHAMIDE,PREDNISONE,DB00531,DB00635,0.127118644
571,PACLITAXEL,CETUXIMAB,DB01229,0,
572,PACLITAXEL,CETUXIMAB,DB01229,0,
573,PACLITAXEL,CETUXIMAB,DB01229,0,
574,PACLITAXEL,CETUXIMAB,DB01229,0,
575,CETUXIMAB,PACLITAXEL,0,DB01229,0
576,PACLITAXEL,CETUXIMAB,DB01229,0,
577,PACLITAXEL,CETUXIMAB,DB01229,0,
578,PACLITAXEL,CETUXIMAB,DB01229,0,
579,PACLITAXEL,CETUXIMAB,DB01229,0,
580,PACLITAXEL,CETUXIMAB,DB01229,0,
581,CETUXIMAB,PACLITAXEL,0,DB01229,0
582,PACLITAXEL,CETUXIMAB,DB01229,0,
583,PACLITAXEL,CETUXIMAB,DB01229,0,
584,PACLITAXEL,CETUXIMAB,DB01229,0,
585,PACLITAXEL,CETUXIMAB,DB01229,0,
586,PACLITAXEL,CETUXIMAB,DB01229,0,
587,PACLITAXEL,CETUXIMAB,DB01229,0,
588,PLERIXAFOR,ETOPOSIDE,DB06809,DB00773,0
589,PLERIXAFOR,MITOXANTRONE,DB06809,DB01204,0
590,PLERIXAFOR,MITOXANTRONE,DB06809,DB01204,0
591,FLUOROURACIL,METHOTREXATE,DB00544,DB00563,0.199029126
592,CYCLOPHOSPHAMIDE,FLUOROURACIL,DB00531,DB00544,0.309859155
593,CYCLOPHOSPHAMIDE,METHOTREXATE,DB00531,DB00563,0.12962963
594,CYCLOPHOSPHAMIDE,METHOTREXATE,DB00531,DB00563,0.12962963
595,CYCLOPHOSPHAMIDE,METHOTREXATE,DB00531,DB00563,0.12962963
596,CYCLOPHOSPHAMIDE,METHOTREXATE,DB00531,DB00563,0.12962963
597,CYCLOPHOSPHAMIDE,FLUOROURACIL,DB00531,DB00544,0.309859155
598,CYCLOPHOSPHAMIDE,METHOTREXATE,DB00531,DB00563,0.12962963
599,CYCLOPHOSPHAMIDE,FLUOROURACIL,DB00531,DB00544,0.309859155
600,CYCLOPHOSPHAMIDE,FLUOROURACIL,DB00531,DB00544,0.309859155
601,FLUOROURACIL,CYCLOPHOSPHAMIDE,DB00544,DB00531,0.309859155
602,CYCLOPHOSPHAMIDE,METHOTREXATE,DB00531,DB00563,0.12962963
603,CYCLOPHOSPHAMIDE,METHOTREXATE,DB00531,DB00563,0.12962963
604,CYCLOPHOSPHAMIDE,FLUOROURACIL,DB00531,DB00544,0.309859155
605,SORAFENIB,AZACITIDINE,DB00398,DB00928,0.194915254
606,SORAFENIB,AZACITIDINE,DB00398,DB00928,0.194915254
607,CYCLOPHOSPHAMIDE,RITUXIMAB,DB00531,0,
608,CYCLOPHOSPHAMIDE,RITUXIMAB,DB00531,0,
609,CYCLOPHOSPHAMIDE,RITUXIMAB,DB00531,0,
610,CYCLOPHOSPHAMIDE,FLUDARABINE,DB00531,DB01073,0.193333333
611,TEGAFUR,GEMCITABINE,DB09256,DB00441,0.563829787
612,CYCLOPHOSPHAMIDE,DOCETAXEL,DB00531,DB01248,0.137755102
613,CYCLOPHOSPHAMIDE,DOCETAXEL,DB00531,DB01248,0.137755102
614,CYCLOPHOSPHAMIDE,DOCETAXEL,DB00531,DB01248,0.137755102
615,DOCETAXEL,CYCLOPHOSPHAMIDE,DB01248,DB00531,0.137755102
616,CYCLOPHOSPHAMIDE,DOCETAXEL,DB00531,DB01248,0.137755102
617,CYCLOPHOSPHAMIDE,DOCETAXEL,DB00531,DB01248,0.137755102
618,CYCLOPHOSPHAMIDE,DOCETAXEL,DB00531,DB01248,0.137755102
619,CYCLOPHOSPHAMIDE,DOCETAXEL,DB00531,DB01248,0.137755102
620,CYCLOPHOSPHAMIDE,DOCETAXEL,DB00531,DB01248,0.137755102
621,CYCLOPHOSPHAMIDE,DOCETAXEL,DB00531,DB01248,0.137755102
622,CYCLOPHOSPHAMIDE,DOCETAXEL,DB00531,DB01248,0.137755102
623,CYCLOPHOSPHAMIDE,DOCETAXEL,DB00531,DB01248,0.137755102
624,DOCETAXEL,CYCLOPHOSPHAMIDE,DB01248,DB00531,0.137755102
625,DOCETAXEL,CYCLOPHOSPHAMIDE,DB01248,DB00531,0.137755102
626,SORAFENIB,DOXORUBICIN,DB00398,DB00997,0.425925926
627,SORAFENIB,DOXORUBICIN,DB00398,DB00997,0.425925926
628,SORAFENIB,DOXORUBICIN,DB00398,DB00997,0.425925926
629,SORAFENIB,DOXORUBICIN,DB00398,DB00997,0.425925926
630,SORAFENIB,DOXORUBICIN,DB00398,DB00997,0.425925926
631,SORAFENIB,DOXORUBICIN,DB00398,DB00997,0.425925926
632,SORAFENIB,DOXORUBICIN,DB00398,DB00997,0.425925926
633,SORAFENIB,DOXORUBICIN,DB00398,DB00997,0.425925926
634,SORAFENIB,DOXORUBICIN,DB00398,DB00997,0.425925926
635,SORAFENIB,DOXORUBICIN,DB00398,DB00997,0.425925926
636,SORAFENIB,DOXORUBICIN,DB00398,DB00997,0.425925926
637,DEXAMETHASONE,DOXORUBICIN,DB01234,DB00997,0.433862434
638,IRINOTECAN,FLUOROURACIL,DB00762,DB00544,0.15
639,FLUOROURACIL,IRINOTECAN,DB00544,DB00762,0.15
640,FLUOROURACIL,CETUXIMAB,DB00544,0,
641,IRINOTECAN,FLUOROURACIL,DB00762,DB00544,0.15
642,FLUOROURACIL,CETUXIMAB,DB00544,0,
643,IRINOTECAN,FLUOROURACIL,DB00762,DB00544,0.15
644,IRINOTECAN,FLUOROURACIL,DB00762,DB00544,0.15
645,CETUXIMAB,FLUOROURACIL,0,DB00544,0
646,LEUCOVORIN,CETUXIMAB,DB00650,0,
647,FLUOROURACIL,CETUXIMAB,DB00544,0,
648,IRINOTECAN,CETUXIMAB,DB00762,0,
649,FLUOROURACIL,CETUXIMAB,DB00544,0,
650,IRINOTECAN,CETUXIMAB,DB00762,0,
651,CETUXIMAB,IRINOTECAN,0,DB00762,0
652,CETUXIMAB,IRINOTECAN,0,DB00762,0
653,IRINOTECAN,CETUXIMAB,DB00762,0,
654,CETUXIMAB,IRINOTECAN,0,DB00762,0
655,CETUXIMAB,FLUOROURACIL,0,DB00544,0
656,CETUXIMAB,IRINOTECAN,0,DB00762,0
657,IRINOTECAN,CETUXIMAB,DB00762,0,
658,FLUOROURACIL,CETUXIMAB,DB00544,0,
659,FLUOROURACIL,LEUCOVORIN,DB00544,DB00650,0
660,FLUOROURACIL,LEUCOVORIN,DB00544,DB00650,0
661,FLUOROURACIL,CETUXIMAB,DB00544,0,
662,LEUCOVORIN,CETUXIMAB,DB00650,0,
663,FLUOROURACIL,CETUXIMAB,DB00544,0,
664,FLUOROURACIL,CETUXIMAB,DB00544,0,
665,IRINOTECAN,CETUXIMAB,DB00762,0,
666,FLUOROURACIL,BEVACIZUMAB,DB00544,0,
667,OXALIPLATIN,IRINOTECAN,DB00526,DB00762,0.187793427
668,OXALIPLATIN,FLUOROURACIL,DB00526,DB00544,0.297297297
669,IRINOTECAN,FLUOROURACIL,DB00762,DB00544,0.15
670,IRINOTECAN,OXALIPLATIN,DB00762,DB00526,0.187793427
671,FLUOROURACIL,OXALIPLATIN,DB00544,DB00526,0.297297297
672,FLUOROURACIL,IRINOTECAN,DB00544,DB00762,0.15
673,FLUOROURACIL,OXALIPLATIN,DB00544,DB00526,0.297297297
674,IRINOTECAN,FLUOROURACIL,DB00762,DB00544,0.15
675,IRINOTECAN,FLUOROURACIL,DB00762,DB00544,0.15
676,IRINOTECAN,FLUOROURACIL,DB00762,DB00544,0.15
677,FLUOROURACIL,OXALIPLATIN,DB00544,DB00526,0.297297297
678,LEUCOVORIN,OXALIPLATIN,DB00650,DB00526,0
679,FLUOROURACIL,OXALIPLATIN,DB00544,DB00526,0.297297297
680,FLUOROURACIL,OXALIPLATIN,DB00544,DB00526,0.297297297
681,FLUOROURACIL,OXALIPLATIN,DB00544,DB00526,0.297297297
682,FLUOROURACIL,LEUCOVORIN,DB00544,DB00650,0
683,FLUOROURACIL,OXALIPLATIN,DB00544,DB00526,0.297297297
684,FLUOROURACIL,LEUCOVORIN,DB00544,DB00650,0
685,FLUOROURACIL,OXALIPLATIN,DB00544,DB00526,0.297297297
686,ASPIRIN,PREDNISONE,0,DB00635,0
687,ASPIRIN,MELPHALAN,0,DB01042,0
688,ASPIRIN,PREDNISONE,0,DB00635,0
689,CETUXIMAB,OXALIPLATIN,0,DB00526,0
690,CETUXIMAB,BEVACIZUMAB,0,0,
691,CETUXIMAB,BEVACIZUMAB,0,0,
692,OXALIPLATIN,CETUXIMAB,DB00526,0,
693,CETUXIMAB,OXALIPLATIN,0,DB00526,0
694,OXALIPLATIN,CETUXIMAB,DB00526,0,
695,CETUXIMAB,OXALIPLATIN,0,DB00526,0
696,CARBOPLATIN,PACLITAXEL,DB00958,DB01229,0.178378378
697,PACLITAXEL,CARBOPLATIN,DB01229,DB00958,0.178378378
698,PACLITAXEL,CARBOPLATIN,DB01229,DB00958,0.178378378
699,TRASTUZUMAB,PACLITAXEL,0,DB01229,0
700,PACLITAXEL,TRASTUZUMAB,DB01229,0,
701,PACLITAXEL,TRASTUZUMAB,DB01229,0,
702,DOXORUBICIN,TRASTUZUMAB,DB00997,0,
703,PACLITAXEL,TRASTUZUMAB,DB01229,0,
704,CYCLOPHOSPHAMIDE,TRASTUZUMAB,DB00531,0,
705,PACLITAXEL,TRASTUZUMAB,DB01229,0,
706,CYCLOPHOSPHAMIDE,TRASTUZUMAB,DB00531,0,
707,PACLITAXEL,TRASTUZUMAB,DB01229,0,
708,TRASTUZUMAB,PACLITAXEL,0,DB01229,0
709,PACLITAXEL,TRASTUZUMAB,DB01229,0,
710,PACLITAXEL,TRASTUZUMAB,DB01229,0,
711,CYCLOPHOSPHAMIDE,TRASTUZUMAB,DB00531,0,
712,PACLITAXEL,TRASTUZUMAB,DB01229,0,
713,PACLITAXEL,TRASTUZUMAB,DB01229,0,
714,PACLITAXEL,TRASTUZUMAB,DB01229,0,
715,TRASTUZUMAB,DOXORUBICIN,0,DB00997,0
716,TRASTUZUMAB,DOXORUBICIN,0,DB00997,0
717,TRASTUZUMAB,DOXORUBICIN,0,DB00997,0
718,TRASTUZUMAB,DOXORUBICIN,0,DB00997,0
719,PACLITAXEL,DOXORUBICIN,DB01229,DB00997,0.71291866
720,CYCLOPHOSPHAMIDE,DOXORUBICIN,DB00531,DB00997,0.132653061
721,PACLITAXEL,DOXORUBICIN,DB01229,DB00997,0.71291866
722,CYCLOPHOSPHAMIDE,DOXORUBICIN,DB00531,DB00997,0.132653061
723,PACLITAXEL,DOXORUBICIN,DB01229,DB00997,0.71291866
724,DOXORUBICIN,PACLITAXEL,DB00997,DB01229,0.71291866
725,PACLITAXEL,DOXORUBICIN,DB01229,DB00997,0.71291866
726,PACLITAXEL,DOXORUBICIN,DB01229,DB00997,0.71291866
727,CYCLOPHOSPHAMIDE,DOXORUBICIN,DB00531,DB00997,0.132653061
728,PACLITAXEL,DOXORUBICIN,DB01229,DB00997,0.71291866
729,PACLITAXEL,DOXORUBICIN,DB01229,DB00997,0.71291866
730,PACLITAXEL,DOXORUBICIN,DB01229,DB00997,0.71291866
731,CYCLOPHOSPHAMIDE,DOXORUBICIN,DB00531,DB00997,0.132653061
732,CYCLOPHOSPHAMIDE,PACLITAXEL,DB00531,DB01229,0.141414141
733,CYCLOPHOSPHAMIDE,PACLITAXEL,DB00531,DB01229,0.141414141
734,CYCLOPHOSPHAMIDE,PACLITAXEL,DB00531,DB01229,0.141414141
735,CYCLOPHOSPHAMIDE,PACLITAXEL,DB00531,DB01229,0.141414141
736,PACLITAXEL,CYCLOPHOSPHAMIDE,DB01229,DB00531,0.141414141
737,CYCLOPHOSPHAMIDE,PACLITAXEL,DB00531,DB01229,0.141414141
738,CYCLOPHOSPHAMIDE,PACLITAXEL,DB00531,DB01229,0.141414141
739,CYCLOPHOSPHAMIDE,PACLITAXEL,DB00531,DB01229,0.141414141
740,CYCLOPHOSPHAMIDE,PACLITAXEL,DB00531,DB01229,0.141414141
741,CYCLOPHOSPHAMIDE,DOXORUBICIN,DB00531,DB00997,0.132653061
742,CYCLOPHOSPHAMIDE,DOXORUBICIN,DB00531,DB00997,0.132653061
743,CYCLOPHOSPHAMIDE,DOXORUBICIN,DB00531,DB00997,0.132653061
744,CYCLOPHOSPHAMIDE,DOXORUBICIN,DB00531,DB00997,0.132653061
745,CYCLOPHOSPHAMIDE,TRASTUZUMAB,DB00531,0,
746,DOXORUBICIN,CYCLOPHOSPHAMIDE,DB00997,DB00531,0.132653061
747,PACLITAXEL,CYCLOPHOSPHAMIDE,DB01229,DB00531,0.141414141
748,PACLITAXEL,DOXORUBICIN,DB01229,DB00997,0.71291866
749,CYCLOPHOSPHAMIDE,DOXORUBICIN,DB00531,DB00997,0.132653061
750,PACLITAXEL,CYCLOPHOSPHAMIDE,DB01229,DB00531,0.141414141
751,PACLITAXEL,DOXORUBICIN,DB01229,DB00997,0.71291866
752,CYCLOPHOSPHAMIDE,DOXORUBICIN,DB00531,DB00997,0.132653061
753,DOXORUBICIN,CYCLOPHOSPHAMIDE,DB00997,DB00531,0.132653061
754,CYCLOPHOSPHAMIDE,DOXORUBICIN,DB00531,DB00997,0.132653061
755,CYCLOPHOSPHAMIDE,DOXORUBICIN,DB00531,DB00997,0.132653061
756,CYCLOPHOSPHAMIDE,DOXORUBICIN,DB00531,DB00997,0.132653061
757,OXALIPLATIN,IRINOTECAN,DB00526,DB00762,0.187793427
758,IRINOTECAN,OXALIPLATIN,DB00762,DB00526,0.187793427
759,TOPOTECAN,CISPLATIN,DB01030,DB00515,0.015
760,DOCETAXEL,DOXORUBICIN,DB01248,DB00997,0.714975845
761,CYCLOPHOSPHAMIDE,DOXORUBICIN,DB00531,DB00997,0.132653061
762,DOCETAXEL,DOXORUBICIN,DB01248,DB00997,0.714975845
763,CYCLOPHOSPHAMIDE,DOXORUBICIN,DB00531,DB00997,0.132653061
764,DOXORUBICIN,DOCETAXEL,DB00997,DB01248,0.714975845
765,DOCETAXEL,DOXORUBICIN,DB01248,DB00997,0.714975845
766,DOCETAXEL,DOXORUBICIN,DB01248,DB00997,0.714975845
767,CYCLOPHOSPHAMIDE,DOXORUBICIN,DB00531,DB00997,0.132653061
768,DOCETAXEL,DOXORUBICIN,DB01248,DB00997,0.714975845
769,DOCETAXEL,DOXORUBICIN,DB01248,DB00997,0.714975845
770,DOCETAXEL,DOXORUBICIN,DB01248,DB00997,0.714975845
771,DOCETAXEL,DOXORUBICIN,DB01248,DB00997,0.714975845
772,CYCLOPHOSPHAMIDE,DOXORUBICIN,DB00531,DB00997,0.132653061
773,CYCLOPHOSPHAMIDE,DOCETAXEL,DB00531,DB01248,0.137755102
774,CYCLOPHOSPHAMIDE,DOCETAXEL,DB00531,DB01248,0.137755102
775,CYCLOPHOSPHAMIDE,DOCETAXEL,DB00531,DB01248,0.137755102
776,DOCETAXEL,CYCLOPHOSPHAMIDE,DB01248,DB00531,0.137755102
777,CYCLOPHOSPHAMIDE,DOCETAXEL,DB00531,DB01248,0.137755102
