	TCGA-BH-A0B5	TCGA-BH-A0C3
KLRG2	1.169800661	0.642097402
RETNLB	0	0.017715089
TBC1D10B	15.38626868	14.78460259
C18orf32	1.154474232	1.517388256
WDYHV1	5.051851355	6.414557392
GPBP1	26.33682619	15.90862646
LOC441178	0.033062646	0.038312258
LOC100287015	1.066129475	1.776315069
LOC105369891	0	0
DPP10-AS1	0	0
DPP10-AS3	0	0
CEP250	3.643131069	4.048435501
LGALS8-AS1	0.301725578	0.430317392
UHRF1	11.60079247	4.082327845
UHRF2	4.732056299	2.601455238
HHLA2	0.004661769	0.010803909
HHLA3	5.755995638	3.415127093
HHLA1	0	0
LOC100288123	0.99906047	0.479043735
DSCC1	3.143905801	1.565624612
LOC100289656	0	0.020303512
DNM1P46	0.021246842	0.083709251
PRSS1	0.016250108	0
PRSS3	0.0203224	0.011774573
PRSS2	0.102919705	0.051111884
TSLP	0.094768261	0.279114016
PRSS8	120.1102749	39.27690725
RB1	13.41366717	11.94820028
SPATA31A7	0	0
PPT2-EGFL8	0.279145425	0.15640187
MAT2A	71.29947756	32.8192895
HEG1	9.424319206	18.9611785
MAT2B	16.60308173	14.17851392
CASC2	0.532595988	0.285143716
CASC1	4.290064246	0.345132187
ARR3	0.518297612	0.464608698
CASC4	21.26427411	25.37656966
PXMP2	9.498874727	4.912137596
CASC8	0.007219572	0
PXMP4	6.313629717	2.927122121
WDR45	7.378482969	8.138920982
DLL1	1.792503756	1.931351094
HCG22	0.045883954	0.053169305
NUDT11	0.680583132	0.657203816
CYP2C19	0	0
CYP2C18	0	0.008102932
NUDT16	8.113740793	6.993677326
NUDT14	6.627393595	7.229735052
SNORD11	0.805154152	0.233248676
GSS	24.658579	35.16933728
KLRB1	2.533900186	3.112130122
P4HA2-AS1	0.020152845	0
NAALADL2	2.13855195	1.492626867
NAALADL1	0.593711593	0.654065278
KNCN	0.312892645	0
NUDT19	3.083032126	9.093160713
FAM50B	2.678012722	4.776527231
FAM50A	16.88847688	20.1653339
ACY1	2.058841667	1.616338769
AQP6	0.303286766	0.007640042
AQP7	0.856194763	13.96081909
AQP4	0.031024288	0.035950255
AQP5	0.260126726	0.041576422
AQP2	0.003927581	0.009102387
AQP3	2.968180982	3.131650254
AQP1	28.75536489	108.6465778
AQP8	0.047595319	0.027576198
AQP9	2.090663022	0.369448598
MPV17L	11.07519081	0.365186144
GSC	1.123648674	1.131551329
ETNPPL	0.143290146	0.159399773
SNHG5	8.09102116	7.938135321
SNHG7	4.891519941	5.181180482
SNHG1	12.91526424	5.779797858
POM121L12	0	0
GUCY1B3	2.410922112	7.118468986
RGPD4-AS1	0	0
LZTR1	6.176116283	4.628547704
SNHG8	32.25937778	23.77468626
ADORA1	2.00510472	17.87716694
TMPRSS11GP	0.013324064	0
STX6	12.73665111	9.177833028
SPANXN5	0	0
SPANXN4	0	0
LOC105376633	0	0
SPANXN1	0.01325097	0
SPANXN3	0	0
SPANXN2	0	0
BTNL9	1.215327022	8.833523436
BTNL8	0.017235716	0.019972364
BTNL3	0	0.06423898
BTNL2	0.011517873	0
AAMDC	5.769511711	5.75786901
ACTC1	0.007289604	0.088693827
DSN1	11.79070209	7.475198526
SPANXD	0	0
SPANXC	0.043690535	0
FHL2	6.124323762	3.826320264
FHL3	10.84185868	9.982205306
FHL1	5.497926049	28.33568856
FHL5	0.689000766	3.037586034
FTH1	287.4067155	211.9024005
ZNF248	2.435676917	1.704196938
PAWR	13.66367573	4.716868748
RAD51D	2.230200075	1.691671925
RAD51C	1.872500888	2.52498995
RAD51B	0.764341871	0.746820021
LOC286238	0	0
COL21A1	0.16483023	0.719716174
GATAD2A	11.21190399	9.917288682
GFI1B	0.070647231	0.068220365
COL4A2-AS1	0.125246201	0.181415637
DNA2	4.787251047	2.40331921
KCNS1	0.033533304	0.030222614
KCNS2	0.205504005	0.329723259
PKIA-AS1	0.006366053	0
C17orf62	10.96908448	13.31200557
C17orf64	0.028561211	0.08274024
C17orf67	0.456031293	1.121916452
SPOP	10.91349855	14.18181196
ADAM21P1	0.014632832	0.0254343
SLCO2A1	3.622965076	10.3991028
OR2M5	0	0
OR2M4	0.018064356	0
OR2M7	0	0
SNORA50A	0	0
TP53BP1	7.722005329	5.394793559
OR2M3	0	0
OR2M2	0	0
IPPK	1.355015524	1.160554387
LINC01375	0	0
LINC01376	0.239671266	0.297563279
LINC01377	0	0
LINC01370	0	0
LINC01372	1.313932542	0.801345144
RAMP2-AS1	5.001884945	1.63587459
CASQ2	0.531244722	3.806780122
SNORD15B	0.231619688	0.402593605
LOC285766	0	0
SNORD15A	0	0.264768767
SLC39A12-AS1	0	0
DARS	21.01103316	20.64721462
GLRX5	14.19222158	13.13308924
GLRX2	4.73795099	7.073952912
GLRX3	7.913172672	10.86263387
PIH1D2	2.412533439	0.586044369
PIH1D3	0.630446959	0.010146499
PIH1D1	16.55291548	12.61097374
S100A11	857.0238399	856.3821176
S100A10	92.35425989	326.5396809
S100A13	21.47570861	42.81635974
S100A12	0.032641385	0.03782411
GPATCH11	4.411208415	6.668371796
PHYHIP	0.527115308	0.483949051
S100A16	113.8547612	202.0682232
MIR4458	1.098899029	0.609596678
MIR4459	0	0
CACNA2D1	2.567199609	3.059622031
MIR4450	0	0
MIR4451	0	0
MIR4452	0	0
MIR4453	1.104671496	0.777184588
GRK2	14.71384481	11.63520686
MIR4455	0	0
MIR4456	0	0
GRK1	0	0.015861476
CTAG1A	0	0
CTAG1B	0	0
LINC01950	0	0
KLHL7	3.522350006	3.283042783
KLHL4	0.209245974	0.6634237
KLHL5	15.62631407	6.642690127
KLHL2	8.899531867	7.155047706
KLHL3	0.539169365	0.978487443
LINC01956	0.035898593	0
LINC01957	0	0
LINC01959	0.06317884	0
KLHL8	3.161385115	4.729042367
KLHL9	12.07562018	9.199393133
LOC102724200	0.468718458	0.202772458
RSPH10B2	0.003387067	0.003924858
LINC00028	0	0.100134014
ZDHHC11B	0.251527495	0.453389162
MAMDC4	1.137727425	0.369001196
MAMDC2	1.860169322	2.485968502
LYG1	0.727069669	0.466070547
LYG2	0.09814068	0.129969411
TCTN2	11.05691421	4.305370388
TCTN3	20.29722919	20.62025402
TCTN1	6.879478493	2.619184714
TNXB	0.969710076	12.80692441
FATE1	0.126180875	0.146215588
HTR1B	0.093934651	0.108849382
XRN2	40.31510147	33.69612031
SERPINB11	0	0
SERPINB10	0	0
SERPINB13	0.007456775	0.025922234
SERPINB12	0	0
MIR4650-2	0	0
AFG3L1P	1.465191347	0.916746579
LRMP	0.776749799	1.678630904
BSCL2	2.072485063	1.694920769
GSTT2B	3.90781824	7.487728192
ADGRA1	0.023400605	0
ADGRA3	4.98838695	4.522250543
ADGRA2	7.806380574	16.89300479
LACTB2-AS1	0.034126717	0.028760204
SLC32A1	0.006568857	0.03044738
SEZ6	0.006611236	0.026813338
MPV17L2	6.715777581	6.332127986
SYNE1	1.255344112	2.348730718
SYNE2	7.127284911	6.427921339
SYNE3	0.780995981	5.51521913
SYNE4	6.989362287	6.9133136
CAMKMT	1.101513823	0.868940444
LOC105378933	0	0
KIF21B	0.791834318	1.151384575
FAM238A	0	0.089793257
OTC	0	0.074168664
ZBTB20-AS5	0.018229905	0.010562204
LOC105376575	5.665528281	10.12208495
AVL9	6.135841208	5.550720776
UBQLN2	17.27198413	13.88177013
UBQLN3	0	0
UBQLN1	22.7288331	18.33202843
UBQLN4	21.51243999	22.34640202
OR8B12	0	0
DAPK2	2.096760533	1.442262309
DAPK1	2.6937003	3.677928598
ULK2	3.102334284	10.64740039
ULK3	10.6614226	7.673324185
SNTA1	10.10018097	8.516464888
ULK1	13.57237178	11.03516409
ULK4	3.356461129	0.756436198
TNR	0.437057057	0.037794924
ZFPL1	3.261394889	1.850908673
TNF	2.320342812	1.858752574
UBQLNL	0.080410985	0.160944612
TNN	5.256814158	5.359875722
SATL1	0	0
LOC440040	0.007146339	0
HDAC11-AS1	0.131326114	0.380444442
RNLS	0.945795113	1.559261171
UBL5	54.20968225	50.50926996
UBL7	24.0662071	22.3265385
STK19	4.028214322	2.933482588
UBL3	16.98537331	25.27321761
CACNA1G-AS1	0.03212458	0.198534655
STK10	4.125140769	6.065749556
STK11	7.52738514	4.973631794
STK16	8.198636988	7.724119611
SV2A	0.823680709	0.564554631
SV2C	0.009840178	0.014660459
SV2B	0.405938889	0.901455377
REXO1L1P	0	0
KRT35	0.009509695	0
FNDC10	7.995933749	5.112005511
FNDC11	0.312510867	0.237817133
EHF	39.26751117	2.456928596
SNORD3B-2	0	0.619244272
GRB10	5.502318538	8.379782375
GRB14	0.074309359	0.258324091
GPR17	0.177248462	0.572162233
HSD17B13	0.084646995	1.234262079
HSD17B10	59.20157666	53.91119529
HSD17B11	15.72084148	17.67785488
GPR12	0.015957189	0.033283503
HSD17B14	3.52419932	12.81720592
GPR19	0.483460842	0.328664547
GPR18	0.177235191	0.410752385
ARNTL	2.523917653	2.222624759
KCNMA1	4.632899155	0.646378032
LINC01038	0	0
LINC01037	0	0
LINC01033	0	0
LINC01031	0	0.025151333
LINC01030	0.02291089	0
PCYOX1L	4.786348902	2.430951597
HEATR5A	3.012548362	3.085358741
HEATR5B	7.957544726	6.606571195
OR14C36	0	0
PLXNC1	6.252302534	7.667127202
ZNRF4	0	0
ZNRF1	2.824426747	1.949519077
ZNRF3	0.026692108	0.019682868
ZNRF2	8.248255316	14.22286812
EFCAB9	0	0
EFCAB8	0.029820524	0.02591652
MYBBP1A	7.71133371	6.693105159
EFCAB5	0.048811308	0.014140364
FLNA	140.422231	137.9165375
EFCAB7	2.163922361	1.236577833
FLNC	2.337636672	4.558302463
LOC105371083	0.566589959	0.103666078
EFCAB3	0	0.010151756
EFCAB2	1.830890793	0.621454471
MIR34C	0.156557752	0
MIR34B	0	0
TESPA1	1.164228869	1.329587079
GRTP1	9.155729259	6.866917806
LETM2	0.351217881	0.397369677
PRKCSH	61.85940434	59.57891786
LOC101928943	0.094635656	0.109661691
LOC105371335	0	0
RAD51AP1	10.19914385	3.768452414
RAD51AP2	0.072645487	0.036828738
SAP30BP	6.257765577	6.355603251
SIT1	1.363362004	3.085843069
LOC101928436	0.026501939	0.092129571
PHEX-AS1	0	0
CXorf21	1.695381195	1.932883366
LOC101928438	0.054754654	0.076138169
MIR340	0.152326461	0
MIR342	0	0.395815935
MIR345	0	0.599782309
MIR346	0	0
PSMD9	3.14885566	2.188401071
PSMD8	46.79306994	54.26062819
PSMD5	19.04465705	7.457852742
PSMD4	50.1773025	161.6041143
PSMD7	13.63766576	18.8349157
PSMD6	7.187344493	6.954047335
PSMD1	22.87680906	27.57056008
PSMD3	20.87302125	42.10260767
PSMD2	41.13107763	47.77675444
RPGRIP1L	1.15334246	0.851864729
LOC101928298	0	0
LOC101928295	0.062181687	0.072054755
LOC105369911	0.125246201	0.072566255
COPS7B	8.077822514	4.586531825
CIDECP	3.889398942	2.837949086
COPS7A	24.26790998	28.15887708
NAF1	2.482781916	3.202997207
LOC101929741	0.081718194	0.077476274
DKK4	0.075652068	0.065747949
SPIRE1	6.759160832	8.589852976
DKK3	7.65700166	4.16334363
DKK1	0.06131727	0.159869446
RABGGTB	10.52868752	11.31238327
RABGGTA	6.925461325	6.648870293
KDM7A	12.30733193	4.369442745
EBLN1	0.083981311	0
EBLN2	1.8529575	0.606807752
ATP8B5P	0.01370864	0.015885267
KLF5	12.83427714	1.031734446
PLBD2	18.81443199	28.87157431
PLBD1	15.20015409	8.74473177
PTAR1	3.783564551	3.974786861
CEP350	11.42704094	10.41364573
YEATS2	5.619521839	3.743216411
DHRS4L2	3.931366755	4.049404674
CTAGE15	0.065358474	0
TCEANC	0.972926667	0.898928179
C11orf58	15.9765787	12.35650657
OPRPN	0.66337062	0
C11orf53	0.827872194	0.292673857
C11orf52	0.075147721	0.043539753
C11orf57	6.443051981	5.185051189
RAD54L2	4.522003387	3.856466785
TICAM2	0.041697256	0.096635703
GANC	1.697924129	2.241180357
TUBB	245.1065178	264.7693977
CGA	0	0.060048258
HDAC1	29.19582818	15.04939526
HDAC3	15.26889396	10.74203079
HDAC2	5.610197062	3.998160796
HDAC5	9.559435228	10.07163986
HDAC4	2.076849601	1.79249723
HDAC7	18.46656082	10.13193906
HDAC6	6.672680235	5.142851038
HDAC9	1.055069177	0.847662865
HDAC8	4.124113625	3.11067615
TMEM161A	6.97767545	8.634964084
TMEM161B	3.752296855	2.223031451
KIAA1549L	1.297149224	1.328142728
HCG2040054	0.177514301	0.077137357
FILIP1	0.611324093	1.896369876
CDT1	8.555486922	2.084974674
CST8	0.018418559	0
POLD3	7.232354178	5.773285852
TRAPPC11	9.555571128	9.969194559
TRAPPC10	4.061035445	3.714789396
TRAPPC13	4.77575546	3.346551011
TRAPPC12	4.557664718	4.130427329
CST2	3.548921442	2.933694575
CST3	44.71645299	58.84759934
CST1	4.576082542	8.403372018
CST6	1.002464655	0.438839406
CST7	5.054290256	5.098364604
CST4	3.422173172	0.026089066
LINC01227	0	0.018302558
MIR7976	0	0
MIR7974	0	0
MIR7975	0	0
PLA2R1	2.455617517	2.507809832
CSTA	4.187036157	3.824394894
CMC1	1.274216052	1.283133376
CMC2	1.050398273	0.841600496
CMC4	0	0
MIR210HG	1.318565675	0.312338167
SULT1C2P1	0	0.009776891
AMIGO1	1.991911302	1.173135642
AMIGO3	0.035447038	0.013691746
AMIGO2	9.984237126	2.714080648
SRCAP	24.29887144	18.76961498
CLDN34	0.05097961	0.019691345
FAM86C1	1.957077252	5.392659156
CECR3	0	0
MAP3K10	2.692135006	2.231340815
ZNF891	0.793171916	0.586962633
HOXB-AS1	2.082348647	4.411227683
CEBPG	11.56092572	10.10959303
CEBPE	0.076163231	0.063040183
MAP3K11	6.029281473	5.575182094
LCE5A	0	0
MAP3K12	3.964558437	2.716113673
PHKB	4.855647543	14.13366228
MAP3K13	3.021863511	2.534673799
CEBPZ	17.13187879	13.63241778
MAP3K15	0.01209459	0.021022413
MIR6788	0	0
MIR6789	7.863874009	7.285776683
EML2-AS1	0.054763521	0.047594062
CRNN	0	0
CTNNA1	136.9241686	46.96302274
CTNNA2	0.412888606	0.018201755
SNORD105B	0	0.24801125
LOC643802	0.007824265	0.018133169
OR5AU1	0	0
STXBP5L	0.006101303	0.003535027
JPX	5.671726276	4.32840416
UBAP1L	0.606129402	0.367251898
TOMM40	14.71157147	14.96332253
TM7SF3	34.44270538	16.58945212
TM7SF2	3.076029066	17.62670099
EPB41L4B	2.639564887	7.029965294
EPB41L4A	3.926604138	1.63692627
FIRRE	0.473523036	0.080298724
ATP2C2	2.019237248	1.065989596
PTENP1	0.385047443	1.068881319
ATP2C1	21.09715239	15.04425257
CERS6	20.6560235	37.06440966
CERS4	17.6455513	14.86240565
CERS5	8.801101977	5.881640635
CERS2	95.26721237	263.9639704
CERS3	0.032959527	0.026734936
CERS1	0.049557849	0.015661782
TFB2M	14.52937265	10.9944944
GP9	0	0
GP5	0.01913779	0.105338112
GP6	0.294001904	0.108728573
GP2	34.05038279	0.067761967
C21orf140	0	0
EXTL1	0.171430221	0.138190972
EXTL2	3.189969449	3.30736393
EXTL3	4.234733232	4.311324768
RGSL1	0	0
SNORD83A	1.601832997	1.031204672
SNORD83B	0	0
MAN1A1	19.22831441	25.58720296
MAN1A2	7.620687848	10.44805437
KRTAP20-2	0	0
KRTAP20-3	0	0
ATIC	31.69433564	21.36861901
KRTAP20-4	0	0
KCNQ1-AS1	0.062392019	0.036149241
HDAC11	8.846328224	6.856212544
HDAC10	1.038195133	0.625262861
LRTM2	0.007906587	0.009161977
FCGR1B	0.239904045	0.1042483
SNORA71C	1.38798962	1.462155878
SNORA71B	0.932439551	1.00845751
SNORA71A	0.378542624	1.169724703
SYNM	4.136776792	5.663119148
SNORA71E	0	0
SNORA71D	0	0
ID2	27.81232484	18.91757832
SYNC	1.124952976	1.393471871
OR13J1	0.050510044	0
AP4B1	2.541431814	2.707752555
ZBP1	0.422314897	0.511118837
PIK3IP1	12.39344902	13.35200015
ZFAND2B	5.830254931	4.898222192
THADA	5.605163861	3.313705871
TMEM212-AS1	0	0
ACSF2	6.139699721	7.469429736
ACSF3	1.779661391	1.317537107
MAN2A2	5.588745465	7.586808458
MAN2A1	6.590133919	6.362921219
MIR3609	0	0
MIR3605	30.52319159	19.85281453
MIR3606	1176.824231	1554.618486
EDA2R	1.119656947	1.029187787
LCT	0	0.00892479
RBFOX3	0	0.007937968
RBFOX2	13.12271015	11.17581193
GALK2	1.421181004	2.141142937
USP32P1	0.107934292	0.127624341
SLURP1	0.188918851	0.182429132
LINC01233	0	0
RSL1D1	33.45730799	41.15237364
LINC01235	0.25598651	0.403114559
CFAP221	0.917650573	0.050732493
LINC01237	10.58216968	0.391613017
NXNL1	0	0.165690391
LINC01238	18.69740594	0.686506264
NXNL2	0.782404096	0.593723902
SYN2	0.395705709	1.289414112
SYN3	0.04969357	0.064781778
SYN1	0.463672444	0.201484989
LCNL1	0.016691251	0.01934145
LINC00184	0.014897125	0.025893686
ACCSL	0.009056367	0
LINC00189	0.031109912	0
C12orf10	16.83410781	10.98732343
NPY4R	0.017288586	0.020033629
RORA-AS1	0.124569527	0.048116132
LOC107986115	0.005452511	0.031591243
GABRB1	0	0
GABRB2	0.130167393	0.064643604
GABRB3	0.430343193	1.248219387
RBAK-RBAKDN	0.016118434	0.074710729
LOC100996246	1.298880754	1.320275524
NLRC4	0.685847369	0.57848761
NLRC5	3.250323974	4.902176836
NLRC3	1.016618509	1.91357409
MIR107	0.194347554	0
DYDC2	1.804002588	0.127174937
DYDC1	0.710774724	0
RAP1GAP	4.89472166	2.982340671
MIR100	0	0
TPRG1	3.814328075	1.687022725
MALT1	5.479203867	2.992204303
MIR6728	0	0
MIR6729	0	0
MIR6720	0	0
MIR6721	17.42978017	20.69906949
MIR6722	0	0
MIR6723	0	0
MIR6726	0	0
MIR6727	11.1507973	8.354388703
MIR10B	0.153711247	1.068703024
MIR10A	0.392168239	0.499134429
OPRK1	0	0.00682917
DNAH14	0.661973842	0.508402283
DNAH17	0.260320513	0.211644068
DNAH10	0.949571454	0.126556937
DNAH11	0.003170691	0.023269464
DNAH12	0.778224702	0.054609182
LOC105370622	0	0
LOC399900	0.298908141	0.138547239
PGM5-AS1	0.02799377	0.519016921
AHDC1	5.840039448	5.226047878
PART1	0.02774116	0.044200528
EDN1	3.443192423	9.637426842
EDN3	0.322362653	0.058595555
EDN2	7.262598524	0.251037623
SDE2	12.50571505	10.1439409
MIR151B	0	0
MIR151A	0	0
RSPRY1	6.203962359	8.646202234
LOC101805491	0.01005246	0
LOC100507291	1.507385296	0.545273791
LOC653160	1.248157378	0.749518757
DKKL1	0.358764786	0.040231804
UBE2L6	45.23742294	33.42473696
OR56A5	0	0
OR56A4	0	0
OR56A3	0	0
UBE2L3	16.07560122	14.54917483
OR56A1	0	0
TGFA	1.621664498	0.935626564
PREX2	0.838540872	3.690118626
PREX1	22.17305012	23.53372816
KCNA2	0.02107208	0.083020715
KCNA1	0.234583843	0.248396868
SLC14A2	0.040637287	0.177491505
SLC14A1	0.358000631	0.620728283
EVPL	7.983569783	7.260587143
STT3A	21.98416135	20.16907175
BHMT	0.038438732	0.061245177
FAM8A1	8.141404778	29.35791415
AZGP1P1	8.72211659	1.897178855
TH2LCRR	0.31282585	0.235622159
MGC32805	0.037325027	0.04325141
TUBA8	0.111452264	0.064574201
LINC02249	0	0
STON2	4.860959875	1.382509455
NUTM2A-AS1	1.039026107	1.541463589
LINC02240	0	0.029330672
OXGR1	0.114459673	0.081053696
LINC02247	0	0
LINC02246	0.139545286	0.129361576
SLC13A1	0.007659451	0
SLC13A2	4.979177101	0.224716951
SLC13A3	0.293206425	0.304167059
SLC13A4	0.303778684	0.090447521
SLC13A5	0.007529832	0.017450803
RGS16	8.673570374	4.940604832
RGS17	0.209774306	0.905355665
RGS14	6.6706714	2.409765356
RGS12	4.024700075	2.493982517
RGS13	0.351124966	0.145549064
RGS10	27.25305323	13.81830733
RGS11	2.459764393	3.658863763
RGS18	0.632703102	1.096252151
RGS19	7.136810174	7.458436948
EMX2OS	0.258682233	0.77714314
IQCA1L	0	0
LOC101927895	1.067186568	0.502381763
UTP6	6.44872302	5.883941945
UTP4	5.223368468	5.704389724
UTP3	14.71416299	15.68943336
CLEC16A	5.00271973	5.042555049
VANGL1	9.138881676	7.552191621
ANKAR	0.481582303	0.367494267
BTN2A2	2.309752939	2.79898411
BTN2A1	8.670661901	7.34151285
VANGL2	20.42287076	1.445617636
TTLL11	1.186207305	0.897891932
TTLL10	0.257289939	0.11428771
TTLL12	8.113905254	23.96334925
SPATA13-AS1	0.11714714	0
ODF2L	4.348851976	2.139432706
PLAU	22.50801608	11.78894155
PLAT	36.57575152	7.608601411
OR10J4	0	0
OR10J5	0	0
C1orf198	15.00479099	17.05314016
SNF8	9.548181	16.80452699
OR10J3	0	0
PLAA	9.741948058	7.04125785
C1orf194	4.025118812	1.062934047
BCL6B	4.415551536	7.831779
DUOXA1	0.068160053	0.100044312
GTF2IP1	0.560356177	0.149844983
GTF2IP4	3.602780382	2.703590636
MZT2B	29.25171613	25.70284747
PMM2	2.339949633	3.372693475
PMM1	3.343718688	5.833144571
ZNF709	0.003753216	0
ZNF708	2.575810952	3.020372684
ZNF703	18.57432207	21.61711675
ZNF701	3.744849482	2.235095986
ZNF700	7.610999204	3.754467387
ZNF706	7.224823654	6.779197818
ZNF704	10.07531751	4.689342781
ZC3H10	1.783914911	1.615765165
ZC3H13	15.03704796	11.53623183
RNF115	8.595773511	11.80435614
RNF112	0.097226994	0.134124375
ZC3H14	2.948483178	2.743209912
RNF111	5.326059395	6.073495391
ZC3H18	4.487095785	3.751829764
GRIN1	0.716131312	0.066969303
DHX8	9.701060188	9.764849745
DHX9	61.51363457	43.12170949
NUP98	13.64266851	10.55701639
XPC	16.73556032	9.118574535
XPA	5.94970703	5.633089133
NUP93	3.770038877	2.90304117
LOC100996763	1.346686108	0.936305926
RAB40C	9.651448309	13.41503532
RAB40B	2.159253409	2.084551776
RAB40A	0.169181891	0.126852134
GTSE1	3.34816578	1.357922984
GRID1-AS1	0	0.018659894
NOP9	8.332204402	11.14907793
MYO3B	0.067747915	0.059473315
NOP2	10.6600898	9.589521407
LOC285556	0	0.005827748
DENND4A	2.721471198	3.318195266
DENND4B	9.027090239	7.065737181
DENND4C	9.910991861	8.24716107
SWAP70	13.05156	14.24095086
PHLDA1	5.529909275	4.931609504
PHLDA3	14.2033503	19.63035127
PHLDA2	1.75279108	6.277930852
PAMR1	1.168651134	4.975569216
TIPRL	24.84775726	17.64576939
GHDC	10.53031045	10.16451184
KIRREL3-AS2	0	0
KIRREL3-AS3	0	0
OR8J3	0	0
NOG	0.089367004	0.031066948
NOV	2.226599136	3.562343413
SMAD9	0.886330798	1.701496718
TRERF1	10.64965276	3.839010151
LRPAP1	8.657622136	12.78793084
SMAD5	12.73655001	11.59861521
SMAD6	1.552011495	0.825999398
SMAD7	13.65207342	9.647852595
GOLPH3L	19.8896536	37.80268085
SMAD1	5.414655025	5.553151208
SMAD2	3.584735982	2.82907823
SMAD3	9.828040424	8.034524891
MUS81	6.382272876	3.567222444
AMMECR1L	11.49589661	8.008351511
RAD21L1	0	0
PLRG1	9.902487099	8.715711661
LOC101929532	0.142359466	0.174389436
LOC101929536	0.07068661	0
LOC101929538	0	0
ERICH6	0.057039836	0.075538848
ERICH5	0.048007488	0.055630008
ERICH4	0.053620202	0.165690391
ERICH3	1.028476895	0.022317905
ERICH2	6.69577446	0.326004805
ERICH1	1.841026443	1.462516682
HERC2P3	0.077239371	0.682722566
HERC2P2	3.461758253	1.991638944
HERC2P9	1.121111756	1.009116293
TCEA2	6.175978348	3.44772824
TCEA3	23.56089495	14.98869926
TCEA1	16.86587995	13.14521756
BFAR	19.60525662	21.24009823
TMLHE-AS1	0.036657425	0
OR6P1	0	0
LEO1	14.01130517	12.27206695
MGRN1	12.83133177	13.45944605
DPT	19.59689305	63.85789783
CUEDC1	11.52076409	33.40663068
CUEDC2	35.98389005	33.24685658
RBMXL1	4.610128756	3.924740251
RBMXL3	0	0
RBMXL2	0	0
TLN2	3.778837604	5.364402825
RHEBL1	2.123360019	0.637908006
LOC731157	0.05047235	0.087729353
PTPRD-AS2	0	0
INE2	0	0
CNTF	0.312454225	0.217238999
LOC100653233	0.160826606	1.726957222
SNORD114-31	0	0
SNORD114-30	0	0
LOC100129215	0.271982368	0.112559683
LOC100129216	1.270102324	1.747722472
PNP	6.71182259	9.562124985
SMKR1	3.1039276	3.256016298
MRLN	0.017247437	0
PNN	30.34708603	17.55944447
HAMP	0.792046991	0.592343149
ADCY10P1	0.409379023	0.532396908
MR1	7.623900272	5.195846305
CNPY4	7.2141812	6.91094622
CNPY3	31.89059456	24.93744429
CNPY2	7.773441928	6.886675044
CNPY1	0	0
ANKRD30BL	0	0
SHOX2	1.739420238	1.526264675
CHFR	2.443386877	1.539792625
HTR2A-AS1	0	0
SMDT1	14.11461741	13.639186
RCOR3	13.02707892	5.980011695
SYPL2	0.102396592	0.331244902
RFX8	0.536874642	1.090627285
RFX4	0	0.002888528
RFX5	22.47180673	23.92075539
RFX6	0.359398152	0
RFX7	4.562413453	4.517023185
RFX1	5.767054733	3.061724979
RFX2	1.887163047	0.67435388
RFX3	1.930164063	0.954295952
YDJC	4.964505218	3.071861124
IBA57	1.240941177	1.426471205
APC	5.11868338	4.647798614
KERA	0.703858162	1.096549279
ADNP	39.51622895	21.83689848
ZNF57	2.891911646	2.104951522
KIZ-AS1	0.021713018	0.032349294
LMO7-AS1	0.570260951	0.099120854
OSR1	0.933153795	1.841561781
IGFBP2	42.86825145	15.86090996
IGFBP3	25.12006973	21.99752902
IGFBP1	0	0
HBE1	0	0.084452107
IGFBP7	138.9979747	165.1995228
IGFBP4	168.9517173	534.8769575
IGFBP5	418.4145655	150.1310424
CYP2R1	2.43739203	1.731081182
CKLF	7.587589642	5.501534659
APLNR	7.535880994	22.89506103
CYP8B1	0	0.057353649
PMS2P3	2.114753464	0.952983588
ARL2-SNX15	0	0.008191007
LOC100287792	0	0
TXNIP	179.129363	491.5139638
RASAL2-AS1	0.344480214	0.457389169
MIR6876	0	0
MIR6877	0	0
MIR6870	0	0.326548146
MIR6871	0.603865614	0.349873014
MIR6872	1.392408576	5.193746
MIR6873	14.29736653	14.67422456
MECOM	1.198046027	3.323236324
MIR6878	15.726278	35.79775041
MIR6879	0	0
IPO9-AS1	0.145989489	0.153790336
CLIC6	5.725146633	1.619205056
CLIC4	50.12662264	52.38427969
CLIC5	0.768641659	2.741741354
CLIC2	3.732910111	8.934081322
CLIC3	0.775739004	0.865616156
CLIC1	155.8396176	119.8979867
LINC01684	0.095257674	0.153747014
LINC01686	0.331775003	0.327497414
LINC01687	0.011378356	0.065924929
LINC01680	0	0
LINC01683	0	0
LINC01689	0	0
LOC574538	0.003108703	0.028818369
RRS1-AS1	0	0.031413244
SOWAHA	7.414138262	0.26237752
SOWAHB	0.966184982	2.026221106
SOWAHC	4.80706593	4.181947914
SOWAHD	0.381306895	0.328231384
ABHD14A-ACY1	0.218775712	0.063378106
TSNAX-DISC1	0.004753511	0.011016524
ZNF7	2.857452672	1.984788557
ZNF2	2.200271105	1.951443876
ZNF3	12.41932466	7.477374585
TIPIN	2.006894214	2.055297588
ZNF8	1.683784794	1.165527892
CDC5L	12.12244002	10.31349166
SBDS	28.87676998	43.5975712
MRPS18A	11.43017903	9.994814754
AP2A1	14.79905736	13.23292865
AP2A2	8.426049306	6.560100857
NIM1K	0.098113562	0.059552853
CLC	0	0
NSUN3	2.463471647	2.214848296
NSUN2	18.27477652	13.26950276
NSUN5	8.468976447	5.520901873
NSUN4	3.524213349	3.493772088
NSUN7	1.745181842	0.099456288
